audit_row_id,bucket,decision,reviewer,reviewed_at,school_id,reason,pdf_type,detected_fiscal_year,year_evidence,trusted_year_evidence,discovery_method,anchor_text,page_url,pdf_url,suggested_decision,suggested_decision_basis,review_question,false_reject_signal,notes
1d1718b95989c199,fiscal_year_mismatch,,,,18,fiscal_year_mismatch:2019,target,,,,school_domain_override,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/tokyo-med/,https://www.sanko.ac.jp/disclosure/tokyo-med/docs/yoshiki.pdf,correct_reject,Detected fiscal year 2019 is not FY2026; confirm no trusted target-year evidence exists.,"Are these true old-year target forms, or did FY2026/R8 evidence get missed?",PDF/page/anchor contains trusted FY2026/R8 evidence but the row was rejected.,
2e16d212cdfc3f0a,fiscal_year_mismatch,,,,19,fiscal_year_mismatch:2019,target,,,,school_domain_override,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/tachikawa-child/,https://www.sanko.ac.jp/disclosure/tachikawa-child/docs/yoshiki2019.pdf,correct_reject,Detected fiscal year 2019 is not FY2026; confirm no trusted target-year evidence exists.,"Are these true old-year target forms, or did FY2026/R8 evidence get missed?",PDF/page/anchor contains trusted FY2026/R8 evidence but the row was rejected.,
890ca0d7454ed0a2,pre_filtered_non_target_hint,,,,1,pre_filtered_non_target_hint,non_target,,,,school_domain_override,ＧＰＡ等の客観的成績評価の指標の算出方法,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/tuition-guide/hachioji/portal_tuition-guide_hachioji_gpa.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
41b0fe496d74d992,pre_filtered_non_target_hint,,,,2,pre_filtered_non_target_hint,non_target,,,,school_domain_override,ＧＰＡ等の客観的成績評価の指標の算出方法,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/tuition-guide/hachioji/portal_tuition-guide_hachioji_gpa.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
f44f85bdb3ddbe5e,pre_filtered_non_target_hint,,,,3,pre_filtered_non_target_hint,non_target,,,school_domain_override_disclosure,school_domain_override,平成29年度 学校関係者評価報告書および情報公開資料,https://www.nkhs.ac.jp/about/publicindex/,http://mail.nkhs.ac.jp/release/2017/H29_nkhs_houkoku.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
86200c2ac49b387a,pre_filtered_non_target_hint,,,,13,pre_filtered_non_target_hint,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/sapporo-med/,https://www.sanko.ac.jp/disclosure/sapporo-med/healthinfo_01.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
92587dfd41a0493f,pre_filtered_non_target_hint,,,,14,pre_filtered_non_target_hint,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/sendai-med/,https://www.sanko.ac.jp/disclosure/sendai-med/docs/care_01.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
bec72ddf215ab524,pre_filtered_non_target_hint,,,,15,pre_filtered_non_target_hint,non_target,,,,school_domain_override,学校沿革,https://www.sanko.ac.jp/disclosure/omiya-med/,https://www.sanko.ac.jp/disclosure/omiya-med/docs/1fd2887cfc41529a1c403ddc63a6f4899a21468d.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
faeea51e26705740,pre_filtered_non_target_hint,,,,16,pre_filtered_non_target_hint,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/chiba-med/,https://www.sanko.ac.jp/disclosure/chiba-med/docs/13e9921e812dd992dda6fe58de136c3be802eaff.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
b7fab3b4be5d26ca,pre_filtered_non_target_hint,,,,17,pre_filtered_non_target_hint,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/docs/08d452f4472b178f0fddc91b9a41eb9fe7505429.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
0ec110e311ebf5fa,pre_filtered_non_target_hint,,,,18,pre_filtered_non_target_hint,non_target,,,,school_domain_override,実務経験のある教員等による授業科目の一覧表,https://www.sanko.ac.jp/disclosure/tokyo-med/,https://www.sanko.ac.jp/disclosure/tokyo-med/docs/childcare_04.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
48c7bea6d0b411c5,pre_filtered_non_target_hint,,,,19,pre_filtered_non_target_hint,non_target,,,,school_domain_override,学校情報,https://www.sanko.ac.jp/disclosure/tachikawa-child/,https://www.sanko.ac.jp/disclosure/tachikawa-child/docs/08d3435687b7165d8b22b0f0e677696975b8ac6e.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
d0e7003699d11129,pre_filtered_non_target_hint,,,,20,pre_filtered_non_target_hint,non_target,,,,school_domain_override,学校関係者評価委員会 報告書,https://www.sanko.ac.jp/disclosure/yokohama-med/,https://www.sanko.ac.jp/disclosure/yokohama-med/docs/kankeisya.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
d1dd4a4bfcb73eec,pre_filtered_non_target_hint,,,,21,pre_filtered_non_target_hint,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/nagoya-med/,https://www.sanko.ac.jp/disclosure/nagoya-med/docs/childcare_01.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did pre-download filtering reject any real target application form?,"Anchor/page/PDF title is a target application form, not GPA/syllabus/admission/evaluation material.",
d947ab42934f6fba,classified_non_target,,,,3,classified_non_target,non_target,,,school_domain_override_disclosure,school_domain_override,情報処理科 令和6年度,https://www.nkhs.ac.jp/about/publicindex/,http://mail.nkhs.ac.jp/release/2024/HC_koukai_2024.pdf,correct_reject,Explicit fiscal year 2024 is not FY2026; confirm no trusted target-year evidence exists.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
3a0f8397307c16d4,classified_non_target,,,,11,classified_non_target,non_target,,,school_domain_override_disclosure,school_domain_override,,https://www.nkz.ac.jp/clginfo/oi/oiC-d_nursingpublichealth_13.html,https://www.nkz.ac.jp/clginfo/oi/pdf/oiC-d_nursingpublichealth_13.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
f7d6437ae0b7f715,classified_non_target,,,,12,classified_non_target,non_target,2025,,school_domain_override_disclosure,school_domain_override,,https://www.nkz.ac.jp/clginfo/ni/niC-d_nursingpublichealth_13.html,https://www.nkz.ac.jp/clginfo/ni/pdf/niC-d_nursingpublichealth_13.pdf,correct_reject,Explicit fiscal year 2025 is not FY2026; confirm no trusted target-year evidence exists.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
9e251721aa515c6b,classified_non_target,,,,13,classified_non_target,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/sapporo-med/,https://www.sanko.ac.jp/disclosure/sapporo-med/care_01.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
7ad33b7e698ea7d2,classified_non_target,,,,14,classified_non_target,non_target,,,,school_domain_override,学校沿革,https://www.sanko.ac.jp/disclosure/sendai-med/,https://www.sanko.ac.jp/disclosure/sendai-med/enkaku.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
f36afe0d6149df33,classified_non_target,,,,16,classified_non_target,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/chiba-med/,https://www.sanko.ac.jp/disclosure/chiba-med/bd5084288531bf11ed0bde63319cabe61e4d609d.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
e06645c66c9ec7fa,classified_non_target,,,,17,classified_non_target,non_target,,,,school_domain_override,3年,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/childhood_studies_03.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
b9cf312d643233eb,classified_non_target,,,,18,classified_non_target,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/tokyo-med/,https://www.sanko.ac.jp/disclosure/tokyo-med/8ce42f9cadd6b0cbc1c4155e0b9bf3b38678ddaf.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
f6127fb4fac870ec,classified_non_target,,,,20,classified_non_target,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/yokohama-med/,https://www.sanko.ac.jp/disclosure/yokohama-med/drug_01.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
4dc3324e137772b2,classified_non_target,,,,21,classified_non_target,non_target,,,,school_domain_override,1年,https://www.sanko.ac.jp/disclosure/nagoya-med/,https://www.sanko.ac.jp/disclosure/nagoya-med/care_01.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
eff0008bb6dbbfa4,classified_non_target,,,,26,classified_non_target,non_target,,,,school_domain_override,学校沿革,https://www.sanko.ac.jp/disclosure/omiya-ai/,https://www.sanko.ac.jp/disclosure/omiya-ai/enkaku.pdf,correct_reject,Anchor or URL contains an obvious non-target hint; confirm it is not a target application form.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
52ea4a2b283e7bef,classified_non_target,,,,27,classified_non_target,non_target,,,,school_domain_override,AIプログラミング＆CGクリエイター科-1年,https://www.sanko.ac.jp/tokyo-ai/information/,https://www.sanko.ac.jp/tokyo-ai/information/1ebc0c36a3362449ae3068e9e8eee80c468d479c.pdf,needs_operator_review,Non-target rejection is not obviously safe from anchor/URL evidence; operator must inspect the official PDF/page before confirming correct_reject or false_reject.,Did the classifier mark any target application form as non-target?,PDF is a target application form despite the non-target classification.,
3df9d0a93752f3c8,target_fiscal_year_not_detected,,,,1,target_fiscal_year_not_detected,target,,target_application_no_year,,school_domain_override,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/hachioji/portal_syllabus_hachioji_yoshiki.pdf,needs_operator_review,Target-form-like row lacks trusted target-year evidence; operator must confirm official FY evidence.,"Can trusted FY2026/R8 evidence be found in the official page, anchor, filename, or PDF body?",Trusted FY2026/R8 evidence exists but was not propagated to verification.,
780758ff3aec558a,target_fiscal_year_not_detected,,,,2,target_fiscal_year_not_detected,target,,target_application_no_year,,school_domain_override,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/hachioji/portal_syllabus_hachioji_yoshiki.pdf,needs_operator_review,Target-form-like row lacks trusted target-year evidence; operator must confirm official FY evidence.,"Can trusted FY2026/R8 evidence be found in the official page, anchor, filename, or PDF body?",Trusted FY2026/R8 evidence exists but was not propagated to verification.,
9654c51f02f8d03a,target_fiscal_year_not_detected,,,,40,target_fiscal_year_not_detected,image_only,,none,,seed_csv,2021年度,https://www.sanko.ac.jp/sendai-beauty/disclosure/,https://www.sanko.ac.jp/sendai-beauty/pdf/yoshiki2021.pdf,correct_reject,Explicit fiscal year 2021 is not FY2026; confirm the row is not target-year evidence.,"Can trusted FY2026/R8 evidence be found in the official page, anchor, filename, or PDF body?",Trusted FY2026/R8 evidence exists but was not propagated to verification.,
53081162229f7ef3,target_fiscal_year_not_detected,,,,44,target_fiscal_year_not_detected,image_only,,none,,school_domain_override,2019年度,https://www.sanko.ac.jp/tachikawa-beauty/disclosure/,https://www.sanko.ac.jp/tachikawa-beauty/pdf/yoshiki.pdf,correct_reject,Explicit fiscal year 2019 is not FY2026; confirm the row is not target-year evidence.,"Can trusted FY2026/R8 evidence be found in the official page, anchor, filename, or PDF body?",Trusted FY2026/R8 evidence exists but was not propagated to verification.,
a3873ee6a0eb300e,target_fiscal_year_not_detected,,,,1,target_fiscal_year_not_detected,target,,target_application_no_year,,school_domain_override,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/kamata/portal_syllabus_kamata_yoshiki.pdf,needs_operator_review,Target-form-like row lacks trusted target-year evidence; operator must confirm official FY evidence.,"Can trusted FY2026/R8 evidence be found in the official page, anchor, filename, or PDF body?",Trusted FY2026/R8 evidence exists but was not propagated to verification.,
ad9beff98fd03c72,target_fiscal_year_not_detected,,,,2,target_fiscal_year_not_detected,target,,target_application_no_year,,school_domain_override,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/kamata/portal_syllabus_kamata_yoshiki.pdf,needs_operator_review,Target-form-like row lacks trusted target-year evidence; operator must confirm official FY evidence.,"Can trusted FY2026/R8 evidence be found in the official page, anchor, filename, or PDF body?",Trusted FY2026/R8 evidence exists but was not propagated to verification.,
cff41b0714a9200e,site_entry_fetch_identity,,,,4,no_candidates_found,,,,,,,https://www.mode.ac.jp/tokyo,https://www.mode.ac.jp/tokyo,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
bb4da083a3ef33f6,site_entry_fetch_identity,,,,5,no_candidates_found,,,,,,,https://www.mode.ac.jp/osaka,https://www.mode.ac.jp/osaka,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
b44dd14a9cc4f4ea,site_entry_fetch_identity,,,,6,no_candidates_found,,,,,,,https://www.mode.ac.jp/nagoya,https://www.mode.ac.jp/nagoya,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
5cd47a3627fcae17,site_entry_fetch_identity,,,,7,no_candidates_found,,,,,,,https://www.hal.ac.jp/tokyo,https://www.hal.ac.jp/tokyo,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
3866fd28354a97e1,site_entry_fetch_identity,,,,8,no_candidates_found,,,,,,,https://www.hal.ac.jp/osaka,https://www.hal.ac.jp/osaka,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
0d0bc1d1fdce2dd1,site_entry_fetch_identity,,,,9,no_candidates_found,,,,,,,https://www.hal.ac.jp/nagoya,https://www.hal.ac.jp/nagoya,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
f5d47fcd2d8aca3e,site_entry_fetch_identity,,,,10,no_candidates_found,,,,,,,https://www.iko.ac.jp/tokyo,https://www.iko.ac.jp/tokyo,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
ca15518d6c5a6647,site_entry_fetch_identity,,,,11,no_candidates_found,,,,,,,https://www.iko.ac.jp/osaka,https://www.iko.ac.jp/osaka,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
54fd6f6418ad0d27,site_entry_fetch_identity,,,,12,no_candidates_found,,,,,,,https://www.iko.ac.jp/nagoya,https://www.iko.ac.jp/nagoya,needs_operator_review,No valid candidate was found or fetch failed; inspect the official SiteEntry/disclosure page.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
bf12a235cd7aa235,site_entry_fetch_identity,,,,20,pdf_school_mismatch,target,,url_hint,,school_domain_override,2026年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/yokohama-med/,https://www.sanko.ac.jp/disclosure/yokohama-med/yoshiki2026.pdf,needs_operator_review,Target-like document has school-identity risk; confirm it belongs to the same institution.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
efbe9d08dc2cfba2,site_entry_fetch_identity,,,,25,pdf_school_mismatch,target,,url_hint,,school_domain_override,2026年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/fukuoka-med/,https://www.sanko.ac.jp/disclosure/fukuoka-med/docs/99158211b0011c77cfb13002f8106b4eb79443a6.pdf,needs_operator_review,Target-like document has school-identity risk; confirm it belongs to the same institution.,"Is this a SiteEntry, fetch, or school-identity gap rather than a missing-publication case?",The official source points to a valid FY2026/R8 target document for the same school.,
