audit_row_id,school_id,bucket,reason,pdf_type,detected_fiscal_year,anchor_text,page_url,pdf_url,system_suggested_decision,developer_shadow_decision,diagnostic_lane,shadow_basis,next_release_branch,shadow_priority,release_evidence_allowed
efbe9d08dc2cfba2,25,site_entry_fetch_identity,pdf_school_mismatch,target,,2026年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/fukuoka-med/,https://www.sanko.ac.jp/disclosure/fukuoka-med/docs/99158211b0011c77cfb13002f8106b4eb79443a6.pdf,needs_operator_review,likely_needs_operator_review,site_entry_identity_review,Identity/fetch risk cannot be resolved from the rejection row alone. Owner/operator must confirm the official institution page and PDF identity.,owner_identity_adjudication_required,high,false
3df9d0a93752f3c8,1,target_fiscal_year_not_detected,target_fiscal_year_not_detected,target,,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/hachioji/portal_syllabus_hachioji_yoshiki.pdf,needs_operator_review,likely_needs_operator_review,target_form_missing_trusted_year_evidence,"Target-form marker exists, but trusted FY2026/R8 evidence is absent in the packet. Owner must inspect page/PDF year evidence.",owner_year_evidence_review_required,high,false
a3873ee6a0eb300e,1,target_fiscal_year_not_detected,target_fiscal_year_not_detected,target,,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/kamata/portal_syllabus_kamata_yoshiki.pdf,needs_operator_review,likely_needs_operator_review,target_form_missing_trusted_year_evidence,"Target-form marker exists, but trusted FY2026/R8 evidence is absent in the packet. Owner must inspect page/PDF year evidence.",owner_year_evidence_review_required,high,false
780758ff3aec558a,2,target_fiscal_year_not_detected,target_fiscal_year_not_detected,target,,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/hachioji/portal_syllabus_hachioji_yoshiki.pdf,needs_operator_review,likely_needs_operator_review,target_form_missing_trusted_year_evidence,"Target-form marker exists, but trusted FY2026/R8 evidence is absent in the packet. Owner must inspect page/PDF year evidence.",owner_year_evidence_review_required,high,false
ad9beff98fd03c72,2,target_fiscal_year_not_detected,target_fiscal_year_not_detected,target,,大学等における修学の支援に関する法律第7条第1項の確認に係る申請書（様式第2号）,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/syllabus/kamata/portal_syllabus_kamata_yoshiki.pdf,needs_operator_review,likely_needs_operator_review,target_form_missing_trusted_year_evidence,"Target-form marker exists, but trusted FY2026/R8 evidence is absent in the packet. Owner must inspect page/PDF year evidence.",owner_year_evidence_review_required,high,false
3a0f8397307c16d4,11,classified_non_target,classified_non_target,non_target,,,https://www.nkz.ac.jp/clginfo/oi/oiC-d_nursingpublichealth_13.html,https://www.nkz.ac.jp/clginfo/oi/pdf/oiC-d_nursingpublichealth_13.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
86200c2ac49b387a,13,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,1年,https://www.sanko.ac.jp/disclosure/sapporo-med/,https://www.sanko.ac.jp/disclosure/sapporo-med/healthinfo_01.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
9e251721aa515c6b,13,classified_non_target,classified_non_target,non_target,,1年,https://www.sanko.ac.jp/disclosure/sapporo-med/,https://www.sanko.ac.jp/disclosure/sapporo-med/care_01.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
92587dfd41a0493f,14,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,1年,https://www.sanko.ac.jp/disclosure/sendai-med/,https://www.sanko.ac.jp/disclosure/sendai-med/docs/care_01.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
f36afe0d6149df33,16,classified_non_target,classified_non_target,non_target,,1年,https://www.sanko.ac.jp/disclosure/chiba-med/,https://www.sanko.ac.jp/disclosure/chiba-med/bd5084288531bf11ed0bde63319cabe61e4d609d.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
faeea51e26705740,16,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,1年,https://www.sanko.ac.jp/disclosure/chiba-med/,https://www.sanko.ac.jp/disclosure/chiba-med/docs/13e9921e812dd992dda6fe58de136c3be802eaff.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
b7fab3b4be5d26ca,17,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,1年,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/docs/08d452f4472b178f0fddc91b9a41eb9fe7505429.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
e06645c66c9ec7fa,17,classified_non_target,classified_non_target,non_target,,3年,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/childhood_studies_03.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
b9cf312d643233eb,18,classified_non_target,classified_non_target,non_target,,1年,https://www.sanko.ac.jp/disclosure/tokyo-med/,https://www.sanko.ac.jp/disclosure/tokyo-med/8ce42f9cadd6b0cbc1c4155e0b9bf3b38678ddaf.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
48c7bea6d0b411c5,19,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,学校情報,https://www.sanko.ac.jp/disclosure/tachikawa-child/,https://www.sanko.ac.jp/disclosure/tachikawa-child/docs/08d3435687b7165d8b22b0f0e677696975b8ac6e.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
f6127fb4fac870ec,20,classified_non_target,classified_non_target,non_target,,1年,https://www.sanko.ac.jp/disclosure/yokohama-med/,https://www.sanko.ac.jp/disclosure/yokohama-med/drug_01.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
4dc3324e137772b2,21,classified_non_target,classified_non_target,non_target,,1年,https://www.sanko.ac.jp/disclosure/nagoya-med/,https://www.sanko.ac.jp/disclosure/nagoya-med/care_01.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
d1dd4a4bfcb73eec,21,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,1年,https://www.sanko.ac.jp/disclosure/nagoya-med/,https://www.sanko.ac.jp/disclosure/nagoya-med/docs/childcare_01.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
52ea4a2b283e7bef,27,classified_non_target,classified_non_target,non_target,,AIプログラミング＆CGクリエイター科-1年,https://www.sanko.ac.jp/tokyo-ai/information/,https://www.sanko.ac.jp/tokyo-ai/information/1ebc0c36a3362449ae3068e9e8eee80c468d479c.pdf,needs_operator_review,likely_needs_operator_review,non_target_classifier_or_prefilter_review,Non-target rejection is not obviously safe from anchor/URL evidence. Inspect whether the PDF is actually a target application form.,owner_document_kind_adjudication_required,medium,false
890ca0d7454ed0a2,1,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,ＧＰＡ等の客観的成績評価の指標の算出方法,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/tuition-guide/hachioji/portal_tuition-guide_hachioji_gpa.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
41b0fe496d74d992,2,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,ＧＰＡ等の客観的成績評価の指標の算出方法,https://www.neec.ac.jp/portal/public/mext-scholarship/,https://www.neec.ac.jp/assets/contents/documents/portal/tuition-guide/hachioji/portal_tuition-guide_hachioji_gpa.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
d947ab42934f6fba,3,classified_non_target,classified_non_target,non_target,,情報処理科 令和6年度,https://www.nkhs.ac.jp/about/publicindex/,http://mail.nkhs.ac.jp/release/2024/HC_koukai_2024.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
f44f85bdb3ddbe5e,3,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,平成29年度 学校関係者評価報告書および情報公開資料,https://www.nkhs.ac.jp/about/publicindex/,http://mail.nkhs.ac.jp/release/2017/H29_nkhs_houkoku.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
f7d6437ae0b7f715,12,classified_non_target,classified_non_target,non_target,2025,,https://www.nkz.ac.jp/clginfo/ni/niC-d_nursingpublichealth_13.html,https://www.nkz.ac.jp/clginfo/ni/pdf/niC-d_nursingpublichealth_13.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
7ad33b7e698ea7d2,14,classified_non_target,classified_non_target,non_target,,学校沿革,https://www.sanko.ac.jp/disclosure/sendai-med/,https://www.sanko.ac.jp/disclosure/sendai-med/enkaku.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
bec72ddf215ab524,15,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,学校沿革,https://www.sanko.ac.jp/disclosure/omiya-med/,https://www.sanko.ac.jp/disclosure/omiya-med/docs/1fd2887cfc41529a1c403ddc63a6f4899a21468d.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
0ec110e311ebf5fa,18,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,実務経験のある教員等による授業科目の一覧表,https://www.sanko.ac.jp/disclosure/tokyo-med/,https://www.sanko.ac.jp/disclosure/tokyo-med/docs/childcare_04.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
d0e7003699d11129,20,pre_filtered_non_target_hint,pre_filtered_non_target_hint,non_target,,学校関係者評価委員会 報告書,https://www.sanko.ac.jp/disclosure/yokohama-med/,https://www.sanko.ac.jp/disclosure/yokohama-med/docs/kankeisya.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
eff0008bb6dbbfa4,26,classified_non_target,classified_non_target,non_target,,学校沿革,https://www.sanko.ac.jp/disclosure/omiya-ai/,https://www.sanko.ac.jp/disclosure/omiya-ai/enkaku.pdf,correct_reject,likely_correct_reject,obvious_non_target_anchor_or_url,Anchor/PDF URL points to non-target material; owner should still confirm before final RCA.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
3cb382458707332d,3,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,大学等における修学の支援に関する法律第７条第１項の確認に係る申請書 令和元年度(平成31年度),https://www.nkhs.ac.jp/about/publicindex/,http://mail.nkhs.ac.jp/release/2019/nkhs_application2019.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
c5d11e711cf6a18d,5,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度,https://www.nkz.ac.jp/clginfo/om/omZ-studyspt_13.html,https://www.nkz.ac.jp/clginfo/om/pdf/omZ-studyspt_13_19.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
df992e72e0e366f4,8,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度,https://www.nkz.ac.jp/clginfo/oh/ohZ-studyspt_13.html,https://www.nkz.ac.jp/clginfo/oh/pdf/ohZ-studyspt_13_19.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
b17a21c6ee336dcf,11,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度,https://www.nkz.ac.jp/clginfo/oi/oiZ-studyspt_13.html,https://www.nkz.ac.jp/clginfo/oi/pdf/oiZ-studyspt_13_19.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
384cc4a975e6b398,12,fiscal_year_mismatch,fiscal_year_mismatch:2025,target,2025,,https://www.nkz.ac.jp/clginfo/ni/niZ-studyspt_13.html,https://www.nkz.ac.jp/clginfo/ni/pdf/niZ-studyspt_13.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
f04863211f5bfa35,13,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/sapporo-med/,https://www.sanko.ac.jp/disclosure/sapporo-med/docs/yoshiki.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
f2e126bb58a1da01,14,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/sendai-med/,https://www.sanko.ac.jp/disclosure/sendai-med/docs/yoshiki.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
a1fd7d974bb54106,15,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/omiya-med/,https://www.sanko.ac.jp/disclosure/omiya-med/docs/yoshiki.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
41ce6f5be8cb7656,16,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/chiba-med/,https://www.sanko.ac.jp/disclosure/chiba-med/docs/yoshiki.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
1e0e4e9b972f490b,17,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/tokyo-fukushi/,https://www.sanko.ac.jp/tokyo-fukushi/pdf/yoshiki.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
1d1718b95989c199,18,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/tokyo-med/,https://www.sanko.ac.jp/disclosure/tokyo-med/docs/yoshiki.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
2e16d212cdfc3f0a,19,fiscal_year_mismatch,fiscal_year_mismatch:2019,target,,2019年度 高等教育の修学支援新制度 申請様式,https://www.sanko.ac.jp/disclosure/tachikawa-child/,https://www.sanko.ac.jp/disclosure/tachikawa-child/docs/yoshiki2019.pdf,correct_reject,likely_correct_reject,old_or_non_target_year_evidence,Owner should confirm no FY2026/R8 evidence is present before treating this as correct_reject.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
9654c51f02f8d03a,40,target_fiscal_year_not_detected,target_fiscal_year_not_detected,image_only,,2021年度,https://www.sanko.ac.jp/sendai-beauty/disclosure/,https://www.sanko.ac.jp/sendai-beauty/pdf/yoshiki2021.pdf,correct_reject,likely_correct_reject,old_year_image_pdf,Image-only old-year candidate is not Excel-ready without target-year OCR/owner evidence.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
53081162229f7ef3,44,target_fiscal_year_not_detected,target_fiscal_year_not_detected,image_only,,2019年度,https://www.sanko.ac.jp/tachikawa-beauty/disclosure/,https://www.sanko.ac.jp/tachikawa-beauty/pdf/yoshiki.pdf,correct_reject,likely_correct_reject,old_year_image_pdf,Image-only old-year candidate is not Excel-ready without target-year OCR/owner evidence.,no_rule_fix_indicated_pending_owner_confirmation,normal,false
